"","playlist.id","playlist.name","playlist.description","followers.total","owner.display_name","owner.uri","tracks.limit","tracks.total","playlist.extracteddate"
1510,"37i9dQZEVXbL3J0k32lWnN","Top 50 - Denmark","Your daily update of the most played tracks right now - Denmark.",193298,"Spotify","spotify:user:spotify",100,50,"2022-11-26"
1511,"37i9dQZEVXbJlM6nvL1nD1","Top 50 - Ecuador","Your daily update of the most played tracks right now - Ecuador.",169348,"Spotify","spotify:user:spotify",100,50,"2022-11-26"
1512,"37i9dQZEVXbLesry2Qw2xS","Top 50 - Estonia","Your daily update of the most played tracks right now - Estonia.",16993,"Spotify","spotify:user:spotify",100,50,"2022-11-26"
1513,"37i9dQZEVXbMxcczTSoGwZ","Top 50 - Finland","Your daily update of the most played tracks right now - Finland.",132150,"Spotify","spotify:user:spotify",100,50,"2022-11-26"
1514,"37i9dQZEVXbIPWwFssbupI","Top 50 - France","Your daily update of the most played tracks right now - France.",818382,"Spotify","spotify:user:spotify",100,50,"2022-11-26"
1515,"37i9dQZEVXbJiZcmkrIHGU","Top 50 - Germany","Your daily update of the most played tracks right now - Germany.",2131649,"Spotify","spotify:user:spotify",100,50,"2022-11-26"
1516,"37i9dQZEVXbMDoHDwVN2tF","Top 50 - Global","Your daily update of the most played tracks right now - Global.",17028462,"Spotify","spotify:user:spotify",100,50,"2022-11-26"
1517,"37i9dQZEVXbJqdarpmTJDL","Top 50 - Greece","Your daily update of the most played tracks right now - Greece.",80069,"Spotify","spotify:user:spotify",100,50,"2022-11-26"
1518,"37i9dQZEVXbLy5tBFyQvd4","Top 50 - Guatemala","Your daily update of the most played tracks right now - Guatemala.",74875,"Spotify","spotify:user:spotify",100,50,"2022-11-26"
1519,"37i9dQZEVXbLwpL8TjsxOG","Top 50 - Hong Kong","Your daily update of the most played tracks right now - Hong Kong.",105384,"Spotify","spotify:user:spotify",100,50,"2022-11-26"
1520,"37i9dQZEVXbNHwMxAkvmF8","Top 50 - Hungary","Your daily update of the most played tracks right now - Hungary.",68589,"Spotify","spotify:user:spotify",100,50,"2022-11-26"
1521,"37i9dQZEVXbKMzVsSGQ49S","Top 50 - Iceland","Your daily update of the most played tracks right now - Iceland.",39791,"Spotify","spotify:user:spotify",100,50,"2022-11-26"
1522,"37i9dQZEVXbLZ52XmnySJg","Top 50 - India","Your daily update of the most played tracks right now - India.",356523,"Spotify","spotify:user:spotify",100,50,"2022-11-26"
1523,"37i9dQZEVXbObFQZ3JLcXt","Top 50 - Indonesia","Your daily update of the most played tracks right now - Indonesia.",624763,"Spotify","spotify:user:spotify",100,50,"2022-11-26"
1524,"37i9dQZEVXbKM896FDX8L1","Top 50 - Ireland","Your daily update of the most played tracks right now - Ireland.",239964,"Spotify","spotify:user:spotify",100,50,"2022-11-26"
1525,"37i9dQZEVXbJ6IpvItkve3","Top 50 - Israel","Your daily update of the most played tracks right now - Israel.",48967,"Spotify","spotify:user:spotify",100,50,"2022-11-26"
1526,"37i9dQZEVXbIQnj7RRhdSX","Top 50 - Italy","Your daily update of the most played tracks right now - Italy.",1027899,"Spotify","spotify:user:spotify",100,50,"2022-11-26"
1527,"37i9dQZEVXbKXQ4mDTEBXq","Top 50 - Japan","Your daily update of the most played tracks right now - Japan.",934674,"Spotify","spotify:user:spotify",100,50,"2022-11-26"
1528,"37i9dQZEVXbKGcyg6TFGx6","Top 50 - Luxembourg","Your daily update of the most played tracks right now - Luxembourg.",7380,"Spotify","spotify:user:spotify",100,46,"2022-11-26"
1529,"37i9dQZEVXbJlfUljuZExa","Top 50 - Malaysia","Your daily update of the most played tracks right now - Malaysia.",201879,"Spotify","spotify:user:spotify",100,50,"2022-11-26"
1530,"37i9dQZEVXbO3qyFxbkOE1","Top 50 - Mexico","Your daily update of the most played tracks right now - Mexico.",1566688,"Spotify","spotify:user:spotify",100,50,"2022-11-26"
1531,"37i9dQZEVXbJU9eQpX8gPT","Top 50 - Morocco","Your daily update of the most played tracks right now - Morocco.",25172,"Spotify","spotify:user:spotify",100,50,"2022-11-26"
1532,"37i9dQZEVXbKCF6dqVpDkS","Top 50 - Netherlands","Your daily update of the most played tracks right now - Netherlands.",904199,"Spotify","spotify:user:spotify",100,50,"2022-11-26"
1533,"37i9dQZEVXbM8SIrkERIYl","Top 50 - New Zealand","Your daily update of the most played tracks right now - New Zealand.",210853,"Spotify","spotify:user:spotify",100,50,"2022-11-26"
1534,"37i9dQZEVXbISk8kxnzfCq","Top 50 - Nicaragua","Your daily update of the most played tracks right now - Nicaragua.",15649,"Spotify","spotify:user:spotify",100,50,"2022-11-26"
1535,"37i9dQZEVXbJvfa0Yxg7E7","Top 50 - Norway","Your daily update of the most played tracks right now - Norway.",521958,"Spotify","spotify:user:spotify",100,50,"2022-11-26"
1536,"37i9dQZEVXbKypXHVwk1f0","Top 50 - Panama","Your daily update of the most played tracks right now - Panama.",93511,"Spotify","spotify:user:spotify",100,50,"2022-11-26"
1537,"37i9dQZEVXbJfdy5b0KP7W","Top 50 - Peru","Your daily update of the most played tracks right now - Peru.",449564,"Spotify","spotify:user:spotify",100,50,"2022-11-26"
1538,"37i9dQZEVXbNBz9cRCSFkY","Top 50 - Philippines","Your daily update of the most played tracks right now - Philippines.",1195531,"Spotify","spotify:user:spotify",100,50,"2022-11-26"
1539,"37i9dQZEVXbKyJS56d1pgi","Top 50 - Portugal","Your daily update of the most played tracks right now - Portugal.",196065,"Spotify","spotify:user:spotify",100,50,"2022-11-26"
1540,"37i9dQZEVXbNZbJ6TZelCq","Top 50 - Romania","Your daily update of the most played tracks right now - Romania.",27851,"Spotify","spotify:user:spotify",100,50,"2022-11-26"
1541,"37i9dQZEVXbLrQBcXqUtaC","Top 50 - Saudi Arabia","Your daily update of the most played tracks right now - Saudi Arabia.",5497,"Spotify","spotify:user:spotify",100,50,"2022-11-26"
1542,"37i9dQZEVXbK4gjvS1FjPY","Top 50 - Singapore","Your daily update of the most played tracks right now - Singapore.",129687,"Spotify","spotify:user:spotify",100,50,"2022-11-26"
1543,"37i9dQZEVXbKIVTPX9a2Sb","Top 50 - Slovakia","Your daily update of the most played tracks right now - Slovakia.",20438,"Spotify","spotify:user:spotify",100,50,"2022-11-26"
1544,"37i9dQZEVXbMH2jvi6jvjk","Top 50 - South Africa","Your daily update of the most played tracks right now - South Africa.",31358,"Spotify","spotify:user:spotify",100,50,"2022-11-26"
1545,"37i9dQZEVXbNxXF4SkHj9F","Top 50 - South Korea","Your daily update of the most played tracks right now - South Korea.",66990,"Spotify","spotify:user:spotify",100,50,"2022-11-26"
1546,"37i9dQZEVXbNFJfN1Vw8d9","Top 50 - Spain","Your daily update of the most played tracks right now - Spain.",1513883,"Spotify","spotify:user:spotify",100,50,"2022-11-26"
1547,"6zFJ2HTXC3d38AgpfcPGph","Top 50 - Suriname","Your weekly update of the most played tracks right now - Suriname.",114,"Spotify","spotify:user:by1zq46ly1v79bl16d296hy41",100,48,"2022-11-26"
1548,"37i9dQZEVXbLoATJ81JYXz","Top 50 - Sweden","Your daily update of the most played tracks right now - Sweden.",602852,"Spotify","spotify:user:spotify",100,50,"2022-11-26"
1549,"37i9dQZEVXbJiyhoAPEfMK","Top 50 - Switzerland","Your daily update of the most played tracks right now - Switzerland.",120168,"Spotify","spotify:user:spotify",100,50,"2022-11-26"
1550,"37i9dQZEVXbMnZEatlMSiu","Top 50 - Taiwan","Your daily update of the most played tracks right now - Taiwan.",198386,"Spotify","spotify:user:spotify",100,50,"2022-11-26"
1551,"37i9dQZEVXbMnz8KIWsvf9","Top 50 - Thailand","Your daily update of the most played tracks right now - Thailand.",133764,"Spotify","spotify:user:spotify",100,50,"2022-11-26"
1552,"37i9dQZEVXbIVYVBNw9D5K","Top 50 - Turkey","Your daily update of the most played tracks right now - Turkey.",779449,"Spotify","spotify:user:spotify",100,50,"2022-11-26"
1553,"37i9dQZEVXbM4UZuIrvHvA","Top 50 - UAE","Your daily update of the most played tracks right now - UAE.",2761,"Spotify","spotify:user:spotify",100,50,"2022-11-26"
1554,"37i9dQZEVXbLRQDuF5jeBp","Top 50 - USA","Your daily update of the most played tracks right now - USA.",3414742,"Spotify","spotify:user:spotify",100,50,"2022-11-26"
1555,"37i9dQZEVXbKkidEfWYRuD","Top 50 - Ukraine","Your daily update of the most played tracks right now - Ukraine.",20588,"Spotify","spotify:user:spotify",100,50,"2022-11-26"
1556,"37i9dQZEVXbLnolsZ8PSNw","Top 50 - United Kingdom","Your daily update of the most played tracks right now - United Kingdom.",2180299,"Spotify","spotify:user:spotify",100,50,"2022-11-26"
1557,"37i9dQZEVXbLdGSmz6xilI","Top 50 - Vietnam","Your daily update of the most played tracks right now - Vietnam.",75924,"Spotify","spotify:user:spotify",100,50,"2022-11-26"
1558,"5atgcoJ9pDa39CzCYdXkRi","Top 50 Polska","Twoja codzienna dawka aktualnie najpopularniejszych utworów w Polsce.",759,"Spotify","spotify:user:2156hfddk45dmqcy372ryrvzi",100,50,"2022-11-26"
1559,"3seAKhZ9QXirBjL9lazOi4","Top 50+ Zimbabwe","Top Fresh Music Playlist. Updated Daily, refreshed every Saturday! Trending 2022 Trends Only! Vibes all way! @llermaz",99,"Spotify","spotify:user:31p7pd2zove76npybdfyl5b3gywm",100,256,"2022-11-26"
1560,"37i9dQZEVXbMMy2roB9myp","Top 50 - Argentina","Your daily update of the most played tracks right now - Argentina.",1275764,"Spotify","spotify:user:spotify",100,50,"2022-11-27"
1561,"37i9dQZEVXbJPcfkRz0wJ0","Top 50 - Australia","Your daily update of the most played tracks right now - Australia.",808961,"Spotify","spotify:user:spotify",100,50,"2022-11-27"
1562,"37i9dQZEVXbKNHh6NIXu36","Top 50 - Austria","Your daily update of the most played tracks right now - Austria.",118037,"Spotify","spotify:user:spotify",100,50,"2022-11-27"
1563,"37i9dQZEVXbJNSeeHswcKB","Top 50 - Belgium","Your daily update of the most played tracks right now - Belgium.",267983,"Spotify","spotify:user:spotify",100,50,"2022-11-27"
1564,"37i9dQZEVXbJqfMFK4d691","Top 50 - Bolivia","Your daily update of the most played tracks right now - Bolivia.",91822,"Spotify","spotify:user:spotify",100,50,"2022-11-27"
1565,"37i9dQZEVXbMXbN3EUUhlg","Top 50 - Brazil","Your daily update of the most played tracks right now - Brazil.",3212825,"Spotify","spotify:user:spotify",100,50,"2022-11-27"
1566,"37i9dQZEVXbKj23U1GF4IR","Top 50 - Canada","Your daily update of the most played tracks right now - Canada.",332489,"Spotify","spotify:user:spotify",100,50,"2022-11-27"
1567,"37i9dQZEVXbL0GavIqMTeb","Top 50 - Chile","Your daily update of the most played tracks right now - Chile.",506361,"Spotify","spotify:user:spotify",100,50,"2022-11-27"
1568,"37i9dQZEVXbOa2lmxNORXQ","Top 50 - Colombia","Your daily update of the most played tracks right now - Colombia.",774532,"Spotify","spotify:user:spotify",100,50,"2022-11-27"
1569,"37i9dQZEVXbMZAjGMynsQX","Top 50 - Costa Rica","Your daily update of the most played tracks right now - Costa Rica.",139390,"Spotify","spotify:user:spotify",100,50,"2022-11-27"
1570,"37i9dQZEVXbL3J0k32lWnN","Top 50 - Denmark","Your daily update of the most played tracks right now - Denmark.",193336,"Spotify","spotify:user:spotify",100,50,"2022-11-27"
